"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total population (1000 inhab)","South Africa","World | Africa",1962,18402.0,"E",,1967,21046.0,"E",,1972,24148.0,"E",,1977,27597.0,"E",,1982,31330.0,"E",,1987,35230.0,"E",,1992,39360.0,"E",,1997,43657.0,"E",,2002,47026.0,"E",,2007,49887.0,"E",,2012,52998.0,"E",,2017,56717.0,"E",
"Total population (1000 inhab)","South Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,10818.0,"E",,2017,12576.0,"E",
"Total population (1000 inhab)","Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,35990.0,"E",,2017,40533.0,"E",
"Total population (1000 inhab)","Togo","World | Africa",1962,1613.0,"E",,1967,1855.0,"E",,1972,2248.0,"E",,1977,2519.0,"E",,1982,2915.0,"E",,1987,3474.0,"E",,1992,3973.0,"E",,1997,4535.0,"E",,2002,5251.0,"E",,2007,5997.0,"E",,2012,6859.0,"E",,2017,7798.0,"E",
"Total population (1000 inhab)","Tunisia","World | Africa",1962,4303.0,"E",,1967,4738.0,"E",,1972,5288.0,"E",,1977,5915.0,"E",,1982,6734.0,"E",,1987,7692.0,"E",,1992,8603.0,"E",,1997,9384.0,"E",,2002,9864.0,"E",,2007,10298.0,"E",,2012,10887.0,"E",,2017,11532.0,"E",
"Total population (1000 inhab)","Uganda","World | Africa",1962,7240.0,"E",,1967,8581.0,"E",,1972,9988.0,"E",,1977,11471.0,"E",,1982,13323.0,"E",,1987,15695.0,"E",,1992,18653.0,"E",,1997,21866.0,"E",,2002,25718.0,"E",,2007,30590.0,"E",,2012,36307.0,"E",,2017,42863.0,"E",
"Total population (1000 inhab)","United Republic of Tanzania","World | Africa",1962,10684.0,"E",,1967,12406.0,"E",,1972,14507.0,"E",,1977,17018.0,"E",,1982,19892.0,"E",,1987,23199.0,"E",,1992,27220.0,"E",,1997,31635.0,"E",,2002,36106.0,"E",,2007,41924.0,"E",,2012,49083.0,"E",,2017,57310.0,"E",
"Total population (1000 inhab)","Zambia","World | Africa",1962,3241.0,"E",,1967,3792.0,"E",,1972,4470.0,"E",,1977,5318.0,"E",,1982,6306.0,"E",,1987,7386.0,"E",,1992,8452.0,"E",,1997,9667.0,"E",,2002,11120.0,"E",,2007,12726.0,"E",,2012,14700.0,"E",,2017,17094.0,"E",
"Total population (1000 inhab)","Zimbabwe","World | Africa",1962,3999.0,"E",,1967,4700.0,"E",,1972,5536.0,"E",,1977,6502.0,"E",,1982,7722.0,"E",,1987,9293.0,"E",,1992,10683.0,"E",,1997,11710.0,"E",,2002,12501.0,"E",,2007,13330.0,"E",,2012,14711.0,"E",,2017,16530.0,"E",
"Total population (1000 inhab)","Afghanistan","World | Asia",1962,9346.0,"E",,1967,10373.0,"E",,1972,11722.0,"E",,1977,13068.0,"E",,1982,12750.0,"E",,1987,11503.0,"E",,1992,13981.0,"E",,1997,18382.0,"E",,2002,21980.0,"E",,2007,26617.0,"E",,2012,30697.0,"E",,2017,35530.0,"E",
"Total population (1000 inhab)","Armenia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,3443.0,"E",,1997,3133.0,"E",,2002,3034.0,"E",,2007,2933.0,"E",,2012,2882.0,"E",,2017,2930.0,"E",
"Total population (1000 inhab)","Azerbaijan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,7472.0,"E",,1997,7926.0,"E",,2002,8277.0,"E",,2007,8724.0,"E",,2012,9265.0,"E",,2017,9828.0,"E",
"Total population (1000 inhab)","Bahrain","World | Asia",1962,173.1,"E",,1967,196.1,"E",,1972,229.2,"E",,1977,303.2,"E",,1982,386.0,"E",,1987,449.0,"E",,1992,523.1,"E",,1997,594.9,"E",,2002,735.1,"E",,2007,1036.0,"E",,2012,1300.0,"E",,2017,1493.0,"E",
"Total population (1000 inhab)","Bangladesh","World | Asia",1962,51030.0,"E",,1967,59621.0,"E",,1972,67597.0,"E",,1977,74926.0,"E",,1982,86007.0,"E",,1987,98344.0,"E",,1992,111222.0,"E",,1997,123855.0,"E",,2002,136601.0,"E",,2007,147139.0,"E",,2012,155727.0,"E",,2017,164670.0,"E",
"Total population (1000 inhab)","Bhutan","World | Asia",1962,234.7,"E",,1967,270.6,"E",,1972,318.0,"E",,1977,373.3,"E",,1982,431.0,"E",,1987,500.4,"E",,1992,531.5,"E",,1997,528.8,"E",,2002,606.4,"E",,2007,687.0,"E",,2012,753.0,"E",,2017,807.6,"E",
"Total population (1000 inhab)","Brunei Darussalam","World | Asia",1962,89.52,"E",,1967,112.5,"E",,1972,142.1,"E",,1977,174.8,"E",,1982,206.1,"E",,1987,237.6,"E",,1992,274.0,"E",,1997,312.0,"E",,2002,346.9,"E",,2007,374.9,"E",,2012,399.7,"E",,2017,428.7,"E",
"Total population (1000 inhab)","Cambodia","World | Asia",1962,6029.0,"E",,1967,6685.0,"E",,1972,7300.0,"E",,1977,7194.0,"E",,1982,6918.0,"E",,1987,8196.0,"E",,1992,9622.0,"E",,1997,11296.0,"E",,2002,12635.0,"E",,2007,13677.0,"E",,2012,14777.0,"E",,2017,16005.0,"E",
"Total population (1000 inhab)","China","World | Asia",1962,694611.0,"E",,1967,778135.0,"E",,1972,885288.0,"E",,1977,973487.0,"E",,1982,1045912.0,"E",,1987,1136800.0,"E",,1992,1231002.0,"E",,1997,1287309.0,"E",,2002,1327998.0,"E",,2007,1367036.0,"E",,2012,1406131.0,"E",,2017,1441131.0,"E",
"Total population (1000 inhab)","Democratic People's Republic of Korea","World | Asia",1962,11872.0,"E",,1967,13223.0,"E",,1972,15208.0,"E",,1977,16797.0,"E",,1982,18009.0,"E",,1987,19432.0,"E",,1992,20937.0,"E",,1997,22336.0,"E",,2002,23337.0,"E",,2007,24203.0,"E",,2012,24854.0,"E",,2017,25491.0,"E",
"Total population (1000 inhab)","Georgia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5298.0,"E",,1997,4881.0,"E",,2002,4625.0,"E",,2007,4391.0,"E",,2012,4108.0,"E",,2017,3912.0,"E",
"Total population (1000 inhab)","India","World | Asia",1962,467853.0,"E",,1967,518890.0,"E",,1972,579412.0,"E",,1977,650485.0,"E",,1982,729868.0,"E",,1987,816793.0,"E",,1992,906021.0,"E",,1997,997405.0,"E",,2002,1089807.0,"E",,2007,1179681.0,"E",,2012,1263066.0,"E",,2017,1339180.0,"E",
"Total population (1000 inhab)","Indonesia","World | Asia",1962,92558.0,"E",,1967,105907.0,"E",,1972,121060.0,"E",,1977,137322.0,"E",,1982,154506.0,"E",,1987,171729.0,"E",,1992,187766.0,"E",,1997,202826.0,"E",,2002,217508.0,"E",,2007,232989.0,"E",,2012,248883.0,"E",,2017,263991.0,"E",
"Total population (1000 inhab)","Iran (Islamic Republic of)","World | Asia",1962,23071.0,"E",,1967,26318.0,"E",,1972,30074.0,"E",,1977,34811.0,"E",,1982,41883.0,"E",,1987,410497.0,"E",,1992,58261.0,"E",,1997,62711.0,"E",,2002,67983.0,"E",,2007,72031.0,"E",,2012,76454.0,"E",,2017,81163.0,"E",
"Total population (1000 inhab)","Iraq","World | Asia",1962,7674.0,"E",,1967,8947.0,"E",,1972,10600.0,"E",,1977,12461.0,"E",,1982,14438.0,"E",,1987,16290.0,"E",,1992,18458.0,"E",,1997,21509.0,"E",,2002,24939.0,"E",,2007,28390.0,"E",,2012,32777.0,"E",,2017,38275.0,"E",
"Total population (1000 inhab)","Israel","World | Asia",1962,2264.0,"E",,1967,2653.0,"E",,1972,3034.0,"E",,1977,3514.0,"E",,1982,3883.0,"E",,1987,4216.0,"E",,1992,4809.0,"E",,1997,5632.0,"E",,2002,6239.0,"E",,2007,6923.0,"E",,2012,7699.0,"E",,2017,8322.0,"E",
"Total population (1000 inhab)","Japan","World | Asia",1962,95459.0,"E",,1967,100820.0,"E",,1972,107977.0,"E",,1977,114839.0,"E",,1982,119616.0,"E",,1987,123083.0,"E",,1992,125341.0,"E",,1997,126903.0,"E",,2002,127903.0,"E",,2007,128505.0,"E",,2012,128426.0,"E",,2017,127484.0,"E",
"Total population (1000 inhab)","Jordan","World | Asia",1962,1010.0,"E",,1967,1377.0,"E",,1972,1881.0,"E",,1977,2176.0,"E",,1982,2560.0,"E",,1987,3128.0,"E",,1992,3968.0,"E",,1997,4832.0,"E",,2002,5287.0,"E",,2007,6193.0,"E",,2012,7993.0,"E",,2017,9702.0,"E",
"Total population (1000 inhab)","Kazakhstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,16481.0,"E",,1997,15582.0,"E",,2002,15106.0,"E",,2007,15841.0,"E",,2012,16921.0,"E",,2017,18204.0,"E",
"Total population (1000 inhab)","Kuwait","World | Asia",1962,338.3,"E",,1967,579.0,"E",,1972,854.6,"E",,1977,1157.0,"E",,1982,14104.0,"E",,1987,1943.0,"E",,1992,1917.0,"E",,1997,1715.0,"E",,2002,2144.0,"E",,2007,2503.0,"E",,2012,3396.0,"E",,2017,4137.0,"E",
"Total population (1000 inhab)","Kyrgyzstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4454.0,"E",,1997,4706.0,"E",,2002,4991.0,"E",,2007,5190.0,"E",,2012,5594.0,"E",,2017,6045.0,"E",
"Total population (1000 inhab)","Lao People's Democratic Republic","World | Asia",1962,2221.0,"E",,1967,2497.0,"E",,1972,2841.0,"E",,1977,3136.0,"E",,1982,3401.0,"E",,1987,3905.0,"E",,1992,4502.0,"E",,1997,5057.0,"E",,2002,5497.0,"E",,2007,5950.0,"E",,2012,6415.0,"E",,2017,6858.0,"E",
"Total population (1000 inhab)","Lebanon","World | Asia",1962,1925.0,"E",,1967,2175.0,"E",,1972,2417.0,"E",,1977,2606.0,"E",,1982,2632.0,"E",,1987,2672.0,"E",,1992,2822.0,"E",,1997,3093.0,"E",,2002,3523.0,"E",,2007,4086.0,"E",,2012,4916.0,"E",,2017,6082.0,"E",
"Total population (1000 inhab)","Malaysia","World | Asia",1962,8693.0,"E",,1967,10046.0,"E",,1972,11324.0,"E",,1977,12791.0,"E",,1982,14471.0,"E",,1987,16525.0,"E",,1992,19013.0,"E",,1997,21565.0,"E",,2002,24199.0,"E",,2007,26626.0,"E",,2012,29170.0,"E",,2017,31624.0,"E",
"Total population (1000 inhab)","Maldives","World | Asia",1962,94.94,"E",,1967,107.5,"E",,1972,123.4,"E",,1977,144.7,"E",,1982,170.0,"E",,1987,203.1,"E",,1992,236.2,"E",,1997,264.3,"E",,2002,294.3,"E",,2007,336.1,"E",,2012,386.2,"E",,2017,436.3,"E",
"Total population (1000 inhab)","Mongolia","World | Asia",1962,1011.0,"E",,1967,1173.0,"E",,1972,1357.0,"E",,1977,1562.0,"E",,1982,1778.0,"E",,1987,2033.0,"E",,1992,2244.0,"E",,1997,2336.0,"E",,2002,2444.0,"E",,2007,2592.0,"E",,2012,2814.0,"E",,2017,3076.0,"E",
"Total population (1000 inhab)","Myanmar","World | Asia",1962,21898.0,"E",,1967,24525.0,"E",,1972,27680.0,"E",,1977,31144.0,"E",,1982,34918.0,"E",,1987,38673.0,"E",,1992,41711.0,"E",,1997,44372.0,"E",,2002,47140.0,"E",,2007,49172.0,"E",,2012,50987.0,"E",,2017,53371.0,"E",
"Total population (1000 inhab)","Nepal","World | Asia",1962,10384.0,"E",,1967,11317.0,"E",,1972,12499.0,"E",,1977,13926.0,"E",,1982,15607.0,"E",,1987,17481.0,"E",,1992,19774.0,"E",,1997,22390.0,"E",,2002,24566.0,"E",,2007,26215.0,"E",,2012,27650.0,"E",,2017,29305.0,"E",
"Total population (1000 inhab)","Oman","World | Asia",1962,578.8,"E",,1967,660.1,"E",,1972,776.4,"E",,1977,977.8,"E",,1982,1290.0,"E",,1987,1620.0,"E",,1992,1983.0,"E",,1997,2250.0,"E",,2002,2334.0,"E",,2007,2663.0,"E",,2012,3465.0,"E",,2017,4636.0,"E",
"Total population (1000 inhab)","Pakistan","World | Asia",1962,47119.0,"E",,1967,53591.0,"E",,1972,61338.0,"E",,1977,70946.0,"E",,1982,83446.0,"E",,1987,98357.0,"E",,1992,113747.0,"E",,1997,129087.0,"E",,2002,144654.0,"E",,2007,160333.0,"E",,2012,177912.0,"E",,2017,197016.0,"E",
"Total population (1000 inhab)","Palestine","World | Asia",1962,1129.0,"E",,1967,1165.0,"E",,1972,1180.0,"E",,1977,1398.0,"E",,1982,1600.0,"E",,1987,1879.0,"E",,1992,2287.0,"E",,1997,2871.0,"E",,2002,3379.0,"E",,2007,3752.0,"E",,2012,4295.0,"E",,2017,4921.0,"E",
"Total population (1000 inhab)","Papua New Guinea","World | Asia",1962,2095.0,"E",,1967,2345.0,"E",,1972,2660.0,"E",,1977,3040.0,"E",,1982,3495.0,"E",,1987,3998.0,"E",,1992,4536.0,"E",,1997,5155.0,"E",,2002,5862.0,"E",,2007,6628.0,"E",,2012,7431.0,"E",,2017,8251.0,"E",
"Total population (1000 inhab)","Philippines","World | Asia",1962,28081.0,"E",,1967,32827.0,"E",,1972,37925.0,"E",,1977,43650.0,"E",,1982,50068.0,"E",,1987,57313.0,"E",,1992,65075.0,"E",,1997,73065.0,"E",,2002,81352.0,"E",,2007,89293.0,"E",,2012,96867.0,"E",,2017,104918.0,"E",
"Total population (1000 inhab)","Qatar","World | Asia",1962,56.26,"E",,1967,86.3,"E",,1972,130.5,"E",,1977,182.4,"E",,1982,277.4,"E",,1987,422.3,"E",,1992,495.5,"E",,1997,534.6,"E",,2002,645.7,"E",,2007,1190.0,"E",,2012,2110.0,"E",,2017,2639.0,"E",
"Total population (1000 inhab)","Republic of Korea","World | Asia",1962,26823.0,"E",,1967,30249.0,"E",,1972,33518.0,"E",,1977,36482.0,"E",,1982,39180.0,"E",,1987,41691.0,"E",,1992,43853.0,"E",,1997,46203.0,"E",,2002,48005.0,"E",,2007,49062.0,"E",,2012,49952.0,"E",,2017,50982.0,"E",
"Total population (1000 inhab)","Saudi Arabia","World | Asia",1962,4363.0,"E",,1967,5195.0,"E",,1972,6394.0,"E",,1977,8232.0,"E",,1982,11048.0,"E",,1987,14526.0,"E",,1992,17379.0,"E",,1997,19506.0,"E",,2002,21906.0,"E",,2007,25253.0,"E",,2012,29086.0,"E",,2017,32938.0,"E",
"Total population (1000 inhab)","Singapore","World | Asia",1962,1741.0,"E",,1967,1959.0,"E",,1972,2151.0,"E",,1977,2315.0,"E",,1982,2518.0,"E",,1987,2820.0,"E",,1992,3189.0,"E",,1997,3649.0,"E",,2002,4131.0,"E",,2007,4733.0,"E",,2012,5271.0,"E",,2017,5709.0,"E",
"Total population (1000 inhab)","Sri Lanka","World | Asia",1962,10352.0,"E",,1967,11658.0,"E",,1972,13002.0,"E",,1977,14273.0,"E",,1982,15503.0,"E",,1987,16648.0,"E",,1992,17741.0,"E",,1997,18477.0,"E",,2002,19059.0,"E",,2007,19811.0,"E",,2012,20425.0,"E",,2017,20877.0,"E",
"Total population (1000 inhab)","Syrian Arab Republic","World | Asia",1962,4875.0,"E",,1967,5741.0,"E",,1972,6800.0,"E",,1977,8061.0,"E",,1982,9590.0,"E",,1987,11361.0,"E",,1992,13187.0,"E",,1997,15177.0,"E",,2002,17088.0,"E",,2007,19633.0,"E",,2012,20421.0,"E",,2017,18270.0,"E",
"Total population (1000 inhab)","Tajikistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5503.0,"E",,1997,5934.0,"E",,2002,6448.0,"E",,2007,7152.0,"E",,2012,7995.0,"E",,2017,8921.0,"E",
"Total population (1000 inhab)","Thailand","World | Asia",1962,29081.0,"E",,1967,33779.0,"E",,1972,39062.0,"E",,1977,44416.0,"E",,1982,49268.0,"E",,1987,53964.0,"E",,1992,57838.0,"E",,1997,60864.0,"E",,2002,64073.0,"E",,2007,66196.0,"E",,2012,67844.0,"E",,2017,69038.0,"E",
"Total population (1000 inhab)","Timor-Leste","World | Asia",1962,518.1,"E",,1967,569.0,"E",,1972,638.5,"E",,1977,636.1,"E",,1982,604.4,"E",,1987,699.5,"E",,1992,805.4,"E",,1997,872.0,"E",,2002,923.8,"E",,2007,1065.0,"E",,2012,1157.0,"E",,2017,1296.0,"E",
"Total population (1000 inhab)","Turkey","World | Asia",1962,28833.0,"E",,1967,32478.0,"E",,1972,36587.0,"E",,1977,41108.0,"E",,1982,46025.0,"E",,1987,410401.0,"E",,1992,55749.0,"E",,1997,60372.0,"E",,2002,65143.0,"E",,2007,69597.0,"E",,2012,74570.0,"E",,2017,80745.0,"E",
"Total population (1000 inhab)","Turkmenistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,3900.0,"E",,1997,4355.0,"E",,2002,4610.0,"E",,2007,4870.0,"E",,2012,5268.0,"E",,2017,5758.0,"E",
"Total population (1000 inhab)","United Arab Emirates","World | Asia",1962,112.5,"E",,1967,170.3,"E",,1972,332.8,"E",,1977,748.1,"E",,1982,1190.0,"E",,1987,1561.0,"E",,1992,2087.0,"E",,1997,2700.0,"E",,2002,3507.0,"E",,2007,6044.0,"E",,2012,8900.0,"E",,2017,9400.0,"E",
"Total population (1000 inhab)","Uzbekistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,21443.0,"E",,1997,23715.0,"E",,2002,25411.0,"E",,2007,27292.0,"E",,2012,29541.0,"E",,2017,31911.0,"E",
"Total population (1000 inhab)","Viet Nam","World | Asia",1962,34684.0,"E",,1967,40075.0,"E",,1972,45549.0,"E",,1977,50900.0,"E",,1982,56932.0,"E",,1987,63881.0,"E",,1992,71130.0,"E",,1997,77453.0,"E",,2002,81956.0,"E",,2007,85890.0,"E",,2012,90452.0,"E",,2017,95541.0,"E",
"Total population (1000 inhab)","Yemen","World | Asia",1962,5352.0,"E",,1967,5859.0,"E",,1972,6407.0,"E",,1977,7272.0,"E",,1982,8765.0,"E",,1987,10629.0,"E",,1992,13326.0,"E",,1997,16409.0,"E",,2002,18919.0,"E",,2007,21752.0,"E",,2012,24910.0,"E",,2017,28250.0,"E",
"Total population (1000 inhab)","Albania","World | Europe",1962,1738.0,"E",,1967,1999.0,"E",,1972,2254.0,"E",,1977,2518.0,"E",,1982,2788.0,"E",,1987,3121.0,"E",,1992,3241.0,"E",,1997,3093.0,"E",,2002,3119.0,"E",,2007,3024.0,"E",,2012,2920.0,"E",,2017,2930.0,"E",
"Total population (1000 inhab)","Andorra","World | Europe",1962,15.37,"E",,1967,20.76,"E",,1972,26.89,"E",,1977,32.77,"E",,1982,39.11,"E",,1987,48.46,"E",,1992,58.89,"E",,1997,64.33,"E",,2002,70.05,"E",,2007,82.68,"E",,2012,82.43,"E",,2017,76.96,"E",
"Total population (1000 inhab)","Austria","World | Europe",1962,7157.0,"E",,1967,7397.0,"E",,1972,7581.0,"E",,1977,7637.0,"E",,1982,7602.0,"E",,1987,7639.0,"E",,1992,7831.0,"E",,1997,8033.0,"E",,2002,8134.0,"E",,2007,8312.0,"E",,2012,8518.0,"E",,2017,8735.0,"E",
"Total population (1000 inhab)","Belarus","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,10220.0,"E",,1997,10073.0,"E",,2002,9807.0,"E",,2007,9537.0,"E",,2012,9472.0,"E",,2017,9468.0,"E",
"Total population (1000 inhab)","Belgium","World | Europe",1962,9193.0,"E",,1967,9476.0,"E",,1972,9651.0,"E",,1977,9752.0,"E",,1982,9821.0,"E",,1987,9868.0,"E",,1992,10016.0,"E",,1997,10193.0,"E",,2002,10365.0,"E",,2007,10698.0,"E",,2012,11084.0,"E",,2017,11429.0,"E",
"Total population (1000 inhab)","Bosnia and Herzegovina","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4239.0,"E",,1997,3752.0,"E",,2002,3776.0,"E",,2007,3774.0,"E",,2012,3648.0,"E",,2017,3507.0,"E",
"Total population (1000 inhab)","Bulgaria","World | Europe",1962,8022.0,"E",,1967,8343.0,"E",,1972,8609.0,"E",,1977,8802.0,"E",,1982,8931.0,"E",,1987,8960.0,"E",,1992,8676.0,"E",,1997,8212.0,"E",,2002,7866.0,"E",,2007,7567.0,"E",,2012,7310.0,"E",,2017,7085.0,"E",
"Total population (1000 inhab)","Croatia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4733.0,"E",,1997,4532.0,"E",,2002,4396.0,"E",,2007,4362.0,"E",,2012,4297.0,"E",,2017,4189.0,"E",
"Total population (1000 inhab)","Cyprus","World | Europe",1962,577.7,"E",,1967,591.3,"E",,1972,628.0,"E",,1977,665.5,"E",,1982,691.7,"E",,1987,723.4,"E",,1992,800.6,"E",,1997,891.2,"E",,2002,977.0,"E",,2007,1064.0,"E",,2012,1135.0,"E",,2017,1180.0,"E",
"Total population (1000 inhab)","Czechia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,10339.0,"E",,2002,10252.0,"E",,2007,10357.0,"E",,2012,10587.0,"E",,2017,10618.0,"E",
"Total population (1000 inhab)","Denmark","World | Europe",1962,4649.0,"E",,1967,4832.0,"E",,1972,4991.0,"E",,1977,5097.0,"E",,1982,5123.0,"E",,1987,41047.0,"E",,1992,5172.0,"E",,1997,5278.0,"E",,2002,5373.0,"E",,2007,5470.0,"E",,2012,5611.0,"",,2017,5734.0,"E",
"Total population (1000 inhab)","Estonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1521.0,"E",,1997,1410.0,"E",,2002,1383.0,"E",,2007,1344.0,"E",,2012,1325.0,"E",,2017,1310.0,"E",
"Total population (1000 inhab)","Faroe Islands","World | Europe",1962,35.57,"E",,1967,37.77,"E",,1972,40.01,"E",,1977,42.28,"E",,1982,44.31,"E",,1987,46.62,"E",,1992,47.1,"E",,1997,46.25,"E",,2002,47.77,"E",,2007,48.45,"E",,2012,48.67,"E",,2017,49.29,"E",
"Total population (1000 inhab)","Finland","World | Europe",1962,4499.0,"E",,1967,4589.0,"E",,1972,4651.0,"E",,1977,4747.0,"E",,1982,4835.0,"E",,1987,4946.0,"E",,1992,5045.0,"E",,1997,5152.0,"E",,2002,5213.0,"E",,2007,5298.0,"E",,2012,5413.0,"E",,2017,5523.0,"E",
"Total population (1000 inhab)","France","World | Europe",1962,47121.0,"E",,1967,49792.0,"E",,1972,51740.0,"E",,1977,53516.0,"E",,1982,54548.0,"E",,1987,56025.0,"E",,1992,57497.0,"E",,1997,58763.0,"E",,2002,60225.0,"E",,2007,61961.0,"E",,2012,63640.0,"E",,2017,64980.0,"E",
"Total population (1000 inhab)","Germany","World | Europe",1962,74489.0,"E",,1967,77353.0,"E",,1972,78902.0,"E",,1977,78702.0,"E",,1982,77945.0,"E",,1987,78054.0,"E",,1992,80046.0,"E",,1997,81500.0,"E",,2002,81612.0,"E",,2007,81344.0,"E",,2012,81066.0,"E",,2017,82114.0,"E",
"Total population (1000 inhab)","Greece","World | Europe",1962,8348.0,"E",,1967,8525.0,"E",,1972,8770.0,"E",,1977,9255.0,"E",,1982,9804.0,"E",,1987,10068.0,"E",,1992,10451.0,"E",,1997,10961.0,"E",,2002,11217.0,"E",,2007,11381.0,"E",,2012,11378.0,"E",,2017,11160.0,"E",
"Total population (1000 inhab)","Holy See","World | Europe",1962,0.898,"E",,1967,0.766,"E",,1972,0.657,"E",,1977,0.737,"E",,1982,0.729,"E",,1987,0.759,"E",,1992,0.779,"E",,1997,0.782,"E",,2002,0.792,"E",,2007,0.796,"E",,2012,0.804,"E",,2017,0.792,"E",
"Total population (1000 inhab)","Hungary","World | Europe",1962,10063.0,"E",,1967,10249.0,"E",,1972,10426.0,"E",,1977,10637.0,"E",,1982,10716.0,"E",,1987,10475.0,"E",,1992,10359.0,"E",,1997,10309.0,"E",,2002,10168.0,"E",,2007,10024.0,"E",,2012,9870.0,"E",,2017,9722.0,"E",
"Total population (1000 inhab)","Iceland","World | Europe",1962,182.7,"E",,1967,197.4,"E",,1972,209.9,"E",,1977,222.3,"E",,1982,233.3,"E",,1987,247.1,"E",,1992,260.2,"E",,1997,272.7,"E",,2002,285.3,"E",,2007,305.2,"E",,2012,325.5,"E",,2017,335.0,"E",
"Total population (1000 inhab)","Ireland","World | Europe",1962,2825.0,"E",,1967,2885.0,"E",,1972,3030.0,"E",,1977,3291.0,"E",,1982,3505.0,"E",,1987,3572.0,"E",,1992,3589.0,"E",,1997,3712.0,"E",,2002,3976.0,"E",,2007,4398.0,"E",,2012,4678.0,"E",,2017,4762.0,"E",
"Total population (1000 inhab)","Italy","World | Europe",1962,50487.0,"E",,1967,52488.0,"E",,1972,54321.0,"E",,1977,55845.0,"E",,1982,56717.0,"E",,1987,57089.0,"E",,1992,57189.0,"E",,1997,57185.0,"E",,2002,57802.0,"E",,2007,59313.0,"E",,2012,59734.0,"E",,2017,59360.0,"E",
"Total population (1000 inhab)","Latvia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2620.0,"E",,1997,2453.0,"E",,2002,2332.0,"E",,2007,2199.0,"E",,2012,2066.0,"E",,2017,1950.0,"E",
"Total population (1000 inhab)","Liechtenstein","World | Europe",1962,17.29,"E",,1967,19.69,"E",,1972,22.15,"E",,1977,24.44,"E",,1982,26.52,"E",,1987,27.8,"E",,1992,29.5,"E",,1997,31.84,"E",,2002,34.02,"E",,2007,35.32,"E",,2012,36.54,"E",,2017,37.92,"E",
"Total population (1000 inhab)","Lithuania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,3688.0,"E",,1997,3580.0,"E",,2002,3445.0,"E",,2007,3260.0,"E",,2012,3037.0,"E",,2017,2890.0,"E",
"Total population (1000 inhab)","Luxembourg","World | Europe",1962,390.3,"E",,1967,402.4,"E",,1972,409.8,"E",,1977,414.1,"E",,1982,417.0,"E",,1987,419.0,"E",,1992,425.3,"E",,1997,432.8,"E",,2002,443.7,"E",,2007,474.7,"E",,2012,532.4,"E",,2017,583.5,"E",
"Total population (1000 inhab)","Malta","World | Europe",1962,315.0,"E",,1967,321.5,"E",,1972,320.3,"E",,1977,326.1,"E",,1982,339.3,"E",,1987,355.4,"E",,1992,370.6,"E",,1997,387.2,"E",,2002,401.3,"E",,2007,410.3,"E",,2012,420.8,"E",,2017,430.8,"E",
"Total population (1000 inhab)","Monaco","World | Europe",1962,23.04,"E",,1967,23.29,"E",,1972,24.05,"E",,1977,25.81,"E",,1982,27.62,"E",,1987,29.17,"E",,1992,29.86,"E",,1997,31.25,"E",,2002,32.63,"E",,2007,35.11,"E",,2012,37.78,"E",,2017,38.7,"E",
"Total population (1000 inhab)","Montenegro","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,619.5,"E",,2012,626.4,"E",,2017,629.0,"E",
"Total population (1000 inhab)","Netherlands","World | Europe",1962,11767.0,"E",,1967,12557.0,"E",,1972,13292.0,"E",,1977,13893.0,"E",,1982,14295.0,"E",,1987,14683.0,"E",,1992,15166.0,"E",,1997,15655.0,"E",,2002,16110.0,"E",,2007,16507.0,"E",,2012,16789.0,"E",,2017,17036.0,"E",
"Total population (1000 inhab)","North Macedonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1989.0,"E",,1997,2000.0,"E",,2002,2049.0,"E",,2007,2065.0,"E",,2012,2074.0,"E",,2017,2083.0,"E",
