species,source,year,produced mass (tonnes)
Capelin,captured,1982,1843533.0
Roho labeo,cultured,2016,1842705.42
Common carp,cultured,1995,1827370.0
Anchoveta(=Peruvian anchovy),captured,1982,1826402.0
Blue whiting(=Poutassou),captured,2001,1821887.0
Bighead carp,cultured,2004,1821534.0
Grass carp(=White amur),cultured,1994,1820546.0
Atlantic herring,captured,2018,1820173.0
Pacific chub mackerel,captured,1975,1818168.0
Atlantic herring,captured,2013,1816760.0
Atlantic herring,captured,2017,1815981.0
Carassius spp,cultured,2005,1798211.0
Chilean jack mackerel,captured,2003,1797415.0
Japanese pilchard,captured,1993,1796132.0
Striped catfish,cultured,2011,1793594.75
Freshwater fishes nei,captured,1954,1790517.0
Atlantic herring,captured,2011,1785967.0
Roho labeo,cultured,2015,1785322.0899999999
Freshwater fishes nei,captured,1956,1784125.0
Pacific chub mackerel,captured,2006,1783429.0
Atlantic cod,captured,1989,1777734.0
Freshwater fishes nei,captured,1960,1762230.0
Chilean jack mackerel,captured,2005,1754995.0
Chilean jack mackerel,captured,2002,1750078.0
Striped catfish,cultured,2010,1749360.38
South American pilchard,captured,1994,1746544.0
Nile tilapia,cultured,2006,1745079.99
Pacific chub mackerel,captured,2005,1744399.0
Capelin,captured,1993,1742686.0
Chilean jack mackerel,captured,1981,1740315.0
Alaska pollock(=Walleye poll.),captured,1967,1735539.0
Atlantic salmon,cultured,2011,1735388.54
Anchoveta(=Peruvian anchovy),captured,1998,1729064.0
Nile tilapia,cultured,2005,1726625.0
Atlantic herring,captured,1988,1723912.0
Freshwater fishes nei,cultured,2000,1722153.0
Freshwater fishes nei,captured,1957,1714471.0
Pacific chub mackerel,captured,1981,1712883.0
Blue whiting(=Poutassou),captured,2018,1711550.0
Red swamp crawfish,cultured,2018,1711344.0
Pacific chub mackerel,captured,1976,1710354.0
Scallops nei,cultured,2015,1710111.0
Pacific chub mackerel,captured,1999,1710110.0
Anchoveta(=Peruvian anchovy),captured,1973,1704800.0
Freshwater fishes nei,captured,1958,1686697.0
Blue whiting(=Poutassou),captured,2007,1684853.0
Striped catfish,cultured,2008,1684506.0
Roho labeo,cultured,2013,1680469.07
Carassius spp,cultured,2004,1679933.0
Pacific chub mackerel,captured,1986,1679007.0
Chilean jack mackerel,captured,1983,1678875.0
Japanese anchovy,captured,2002,1678869.0
Pacific chub mackerel,captured,2004,1678532.0
Whiteleg shrimp,cultured,2005,1678409.0
Freshwater fishes nei,captured,1959,1674986.0
Japanese anchovy,captured,1999,1674762.0
Japanese carpet shell,cultured,1999,1672999.0
Bighead carp,cultured,2003,1671091.0
Roho labeo,cultured,2014,1670175.5
Skipjack tuna,captured,1995,1669925.0
Pacific chub mackerel,captured,1973,1669200.0
Skipjack tuna,captured,1996,1667896.0
Capelin,captured,2001,1667702.0
Japanese anchovy,captured,2001,1651361.0
Atlantic herring,captured,1989,1649142.0
Atlantic herring,captured,1993,1641859.0
Atlantic herring,captured,2016,1639950.0
Roho labeo,cultured,2006,1635873.0
Japanese anchovy,captured,2004,1635825.0
Silver carp,cultured,1992,1634882.0
Pacific chub mackerel,captured,2008,1634046.0
Freshwater fishes nei,cultured,2006,1632412.67
Atlantic herring,captured,2014,1629914.0
Freshwater fishes nei,cultured,2007,1626115.06
Pacific chub mackerel,captured,1998,1626073.0
Pacific chub mackerel,captured,1970,1624800.0
Freshwater fishes nei,captured,1953,1621855.0
Skipjack tuna,captured,1997,1610255.0
European pilchard(=Sardine),captured,2018,1608411.84
Skipjack tuna,captured,1991,1605693.0
Capelin,captured,1997,1603338.0
Pacific chub mackerel,captured,2003,1596941.0
Atlantic herring,captured,1987,1593324.0
Skipjack tuna,captured,1994,1589750.0
Silver carp,cultured,1988,1587691.0
Pacific chub mackerel,captured,2001,1585101.0
Capelin,captured,1971,1584219.0
Scallops nei,cultured,2014,1576538.0
Japanese anchovy,captured,1997,1575399.0
Blue whiting(=Poutassou),captured,2002,1572594.0
Roho labeo,cultured,2012,1566034.44
Atlantic herring,captured,1974,1564947.0
Pacific chub mackerel,captured,2016,1564945.0
Japanese anchovy,captured,2000,1563262.0
Pacific chub mackerel,captured,1982,1560634.0
Blue whiting(=Poutassou),captured,2017,1559496.0
Pacific chub mackerel,captured,2018,1557090.0
Pacific chub mackerel,captured,1972,1555600.0
Striped catfish,cultured,2009,1554400.0
Freshwater fishes nei,cultured,1999,1551598.0
Anchoveta(=Peruvian anchovy),captured,1981,1550313.0
Atlantic herring,captured,1992,1546448.0
Carassius spp,cultured,2003,1545564.0
Chilean jack mackerel,captured,2000,1542812.0
Atlantic herring,captured,1990,1541140.0
Scallops nei,cultured,2013,1539342.0
European pilchard(=Sardine),captured,1989,1539138.0
Common carp,cultured,1994,1535905.0
Atlantic herring,captured,1986,1531646.0
Capelin,captured,1996,1527422.0
Nile tilapia,cultured,2004,1527391.4
Atlantic herring,captured,1975,1526723.0
European pilchard(=Sardine),captured,1990,1521993.0
Silver carp,cultured,1990,1520469.0
Southern African pilchard,captured,1968,1515900.0
Capelin,captured,1970,1514724.0
Pacific chub mackerel,captured,2017,1514241.0
Yellowfin tuna,captured,2017,1513237.0
Atlantic herring,captured,2015,1512003.0
Skipjack tuna,captured,1993,1509343.0
Roho labeo,cultured,2011,1507753.21
Japanese carpet shell,cultured,2000,1504291.0
South American pilchard,captured,1995,1503131.0
Grass carp(=White amur),cultured,1993,1500037.0
Yellowfin tuna,captured,2004,1499609.0
Pacific chub mackerel,captured,1971,1496200.0
Bighead carp,cultured,2002,1494721.0
South American pilchard,captured,1996,1493936.0
South American pilchard,captured,1977,1491709.0
Atlantic cod,captured,1990,1490990.0
Japanese anchovy,captured,2005,1486623.0
Capelin,captured,2000,1484818.0
Largehead hairtail,captured,2006,1482216.0
Japanese anchovy,captured,2006,1480461.0
Yellowfin tuna,captured,2016,1479477.0
Marine fishes nei,captured,1951,1477301.0
Marine molluscs nei,captured,1997,1473616.0
Silver carp,cultured,1991,1472166.0
Blue whiting(=Poutassou),captured,2000,1472105.0
Yellowfin tuna,captured,2003,1471835.0
Japanese pilchard,captured,1977,1470811.0
Carassius spp,cultured,2002,1468057.0
Pacific chub mackerel,captured,1985,1465604.0
European pilchard(=Sardine),captured,1991,1464150.0
Yellowfin tuna,captured,2018,1458060.5
Pacific chub mackerel,captured,2015,1457474.0
Silver carp,cultured,1989,1456694.0
Skipjack tuna,captured,1992,1452102.0
Atlantic salmon,cultured,2009,1451634.93
Atlantic herring,captured,1985,1451397.0
Atlantic salmon,cultured,2008,1451266.9
Bighead carp,cultured,1997,1447956.0
Freshwater fishes nei,cultured,2005,1447280.0
Bighead carp,cultured,2001,1442284.0
Silver carp,cultured,1987,1438333.0
European pilchard(=Sardine),captured,2017,1437248.5899999999
Atlantic salmon,cultured,2010,1437051.99
Freshwater fishes nei,cultured,2011,1436514.16
Roho labeo,cultured,2005,1435861.0
Pacific chub mackerel,captured,2007,1434722.0
Bighead carp,cultured,2000,1428239.0
Pacific chub mackerel,captured,1988,1426564.0
Bighead carp,cultured,1998,1424425.0
Chilean jack mackerel,captured,2008,1424207.0
Atlantic mackerel,captured,2014,1424032.0
Chilean jack mackerel,captured,1999,1423447.0
Bighead carp,cultured,1996,1418281.0
Bighead carp,cultured,1999,1418036.0
Freshwater fishes nei,cultured,2008,1417861.09
Anchoveta(=Peruvian anchovy),captured,1978,1416049.0
Marine molluscs nei,captured,1998,1415969.0
Blue whiting(=Poutassou),captured,2015,1414129.0
Anchoveta(=Peruvian anchovy),captured,1979,1413390.0
Capelin,captured,1986,1407809.0
Atlantic herring,captured,1991,1403767.0
Japanese anchovy,captured,2014,1396011.0
Japanese anchovy,captured,2007,1395963.0
Catla,cultured,2006,1394507.0
Freshwater fishes nei,cultured,1994,1393515.0
Pacific chub mackerel,captured,2014,1393507.0
Marine molluscs nei,captured,1995,1391410.0
Pacific chub mackerel,captured,1983,1390526.0
Yellowfin tuna,captured,2002,1389321.0
Freshwater fishes nei,cultured,1998,1389074.0
Yellowfin tuna,captured,2005,1388575.0
Pacific chub mackerel,captured,2009,1388248.0
Roho labeo,cultured,2004,1382118.0
Yellowfin tuna,captured,2001,1381027.0
Atlantic salmon,cultured,2007,1378874.0
Yellowfin tuna,captured,2015,1376863.0
Pacific chub mackerel,captured,1994,1376703.0
Freshwater fishes nei,cultured,2004,1374869.8
Atlantic cod,captured,2014,1374416.0
Largehead hairtail,captured,2004,1369224.0
Atlantic cod,captured,1997,1368332.0
Scallops nei,cultured,2010,1366593.0
European pilchard(=Sardine),captured,1988,1366307.0
Yellowfin tuna,captured,2014,1361453.0
Pacific chub mackerel,captured,1993,1361150.0
Scallops nei,cultured,2012,1360904.0
Largehead hairtail,captured,2008,1360778.0
Marine molluscs nei,cultured,2000,1360241.0
Atlantic cod,captured,2013,1359134.0
Marine molluscs nei,captured,1999,1356374.0
Freshwater fishes nei,cultured,2010,1355865.3599999999
Pacific chub mackerel,captured,1987,1355187.0
Largehead hairtail,captured,2009,1349327.0
Freshwater fishes nei,captured,1952,1346835.0
Pacific chub mackerel,captured,1995,1345272.0
Atlantic cod,captured,1991,1344493.0
Largehead hairtail,captured,2010,1343110.0
Japanese carpet shell,cultured,1998,1342809.0
Atlantic cod,captured,1996,1340008.0
Nile tilapia,cultured,2003,1336895.0
Japanese anchovy,captured,2015,1336218.0
Scads nei,captured,2018,1335645.38
Torpedo-shaped catfishes nei,cultured,2017,1331284.36
Largehead hairtail,captured,2007,1331031.0
Atlantic cod,captured,2016,1329488.0
Whiteleg shrimp,cultured,2004,1327679.0
Milkfish,cultured,2018,1327153.0399999998
Pacific chub mackerel,captured,2010,1326223.0
Japanese anchovy,captured,2013,1324504.0
Freshwater fishes nei,cultured,1995,1322015.0
Japanese anchovy,captured,2011,1321662.0
Blue whiting(=Poutassou),captured,1999,1321195.0
Carassius spp,cultured,2001,1320940.0
Common carp,cultured,1993,1319089.0
Atlantic salmon,cultured,2006,1318720.0
Catla,cultured,2005,1317472.0
European pilchard(=Sardine),captured,1976,1315679.0
Skipjack tuna,captured,1990,1315489.0
Japanese pilchard,captured,1994,1313739.0
Pacific chub mackerel,captured,2011,1309108.0
Atlantic cod,captured,2017,1308322.0
Chilean jack mackerel,captured,1979,1306337.0
Atlantic cod,captured,2015,1303724.0
Marine molluscs nei,captured,2000,1303554.0
Freshwater fishes nei,cultured,2003,1301660.0
Largehead hairtail,captured,1998,1300840.0
Largehead hairtail,captured,2000,1299451.0
Yellowfin tuna,captured,2012,1296161.0
Marine molluscs nei,captured,2001,1294295.0
Japanese anchovy,captured,2012,1291905.0
Pacific chub mackerel,captured,1989,1289090.0
Largehead hairtail,captured,2001,1288020.0
Largehead hairtail,captured,1996,1287721.0
Silver carp,cultured,1986,1284077.0
Blue whiting(=Poutassou),captured,2008,1283490.0
Chilean jack mackerel,captured,1980,1280639.0
European pilchard(=Sardine),captured,2016,1278734.28
Yellowfin tuna,captured,1998,1272163.0
Marine molluscs nei,captured,2002,1272033.0
Largehead hairtail,captured,2015,1271769.0
Atlantic cod,captured,1995,1270695.0
Largehead hairtail,captured,2002,1270564.0
Pacific chub mackerel,captured,2012,1269641.0
Chilean jack mackerel,captured,2009,1269601.0
Largehead hairtail,captured,1999,1267435.0
Scads nei,captured,2012,1267373.0
Atlantic salmon,cultured,2005,1267297.0
Largehead hairtail,captured,2014,1266530.0
Japanese anchovy,captured,2008,1265763.0
Skipjack tuna,captured,1988,1264489.0
Largehead hairtail,captured,2013,1263751.0
Scallops nei,cultured,2009,1262419.0
Roho labeo,cultured,2009,1262312.2
Atlantic salmon,cultured,2004,1261926.0
Scads nei,captured,2014,1261124.0
Largehead hairtail,captured,2005,1260358.0
Pacific chub mackerel,captured,2013,1259990.0
Largehead hairtail,captured,2011,1259327.0
Capelin,captured,1991,1259142.0
Grass carp(=White amur),cultured,1992,1258896.0
Yellowfin tuna,captured,1999,1257086.0
Bighead carp,cultured,1995,1256687.0
Yellowfin tuna,captured,2013,1255626.0
Marine crustaceans nei,captured,1998,1255250.0
Yellowfin tuna,captured,2000,1255077.0
Japanese anchovy,captured,1996,1254487.0
Freshwater fishes nei,cultured,1997,1253511.0
Largehead hairtail,captured,1995,1250079.0
Atlantic cod,captured,1994,1249460.0
Freshwater fishes nei,captured,1951,1249351.0
Atlantic mackerel,captured,2015,1247278.0
European pilchard(=Sardine),captured,2010,1245956.0
Scallops nei,cultured,2011,1245283.0
Torpedo-shaped catfishes nei,cultured,2018,1245253.8
Largehead hairtail,captured,2003,1244840.0
European pilchard(=Sardine),captured,2009,1244822.0
Sandeels(=Sandlances) nei,captured,1997,1242837.0
Scads nei,captured,2008,1240276.0
Skipjack tuna,captured,1989,1237857.0
Largehead hairtail,captured,2012,1237822.0
Japanese carpet shell,cultured,1997,1236624.0
Largehead hairtail,captured,2016,1234419.0
Scads nei,captured,2011,1231652.0
Scads nei,captured,2013,1229199.0
Marine crustaceans nei,captured,2001,1229192.0
Southern African pilchard,captured,1969,1227500.0
Yellowfin tuna,captured,1997,1226206.0
Scads nei,captured,2007,1223037.0
Largehead hairtail,captured,2017,1221353.0
Alaska pollock(=Walleye poll.),captured,1966,1221260.0
Pacific chub mackerel,captured,2002,1220464.0
Atlantic mackerel,captured,2017,1218477.13
Atlantic cod,captured,2018,1218351.0
Pacific chub mackerel,captured,1969,1215401.0
Scads nei,captured,2003,1214094.0
European pilchard(=Sardine),captured,2014,1213731.0
European pilchard(=Sardine),captured,1995,1208655.0
Marine molluscs nei,cultured,1996,1206691.0
Scads nei,captured,2010,1206625.0
Atlantic cod,captured,1998,1205827.0
Sea mussels nei,cultured,2018,1205098.4400000002
Marine molluscs nei,captured,1994,1204556.0
Yellowfin tuna,captured,2010,1201427.0
Atlantic herring,captured,1984,1200006.0
Japanese anchovy,captured,2010,1199195.0
Carassius spp,cultured,2000,1198534.0
Milkfish,cultured,2016,1194807.37
Yellowfin tuna,captured,2006,1194704.0
Red swamp crawfish,cultured,2017,1193344.0
Roho labeo,cultured,2008,1191075.0
Blue whiting(=Poutassou),captured,2016,1190282.0
Marine crustaceans nei,captured,2000,1189808.0
Sea mussels nei,cultured,2017,1188665.5799999998
Catla,cultured,2004,1187139.0
Scads nei,captured,2017,1185778.38
Atlantic cod,captured,1992,1185017.0
Blue whiting(=Poutassou),captured,1998,1185003.0
European pilchard(=Sardine),captured,1987,1184213.0
Freshwater fishes nei,cultured,1996,1182787.0
Pacific chub mackerel,captured,1968,1181821.0
Atlantic herring,captured,1976,1177633.0
European pilchard(=Sardine),captured,2015,1176338.0
Scads nei,captured,2004,1175004.0
Marine molluscs nei,cultured,2002,1174779.0
Nile tilapia,cultured,2002,1173036.0
Yellowfin tuna,captured,1993,1171475.0
Japanese carpet shell,cultured,1994,1169381.0
Milkfish,cultured,2017,1167388.4400000002
Yellowfin tuna,captured,2008,1167219.0
Scallops nei,cultured,2007,1165485.0
Jumbo flying squid,captured,2014,1161690.0
Marine crustaceans nei,captured,2002,1161214.0
Blue whiting(=Poutassou),captured,2014,1160884.0
Yellowfin tuna,captured,2011,1158687.0
Japanese carpet shell,cultured,1996,1156947.0
European pilchard(=Sardine),captured,1992,1156750.0
Marine crustaceans nei,captured,1997,1156453.0
Argentine shortfin squid,captured,1999,1153279.0
Largehead hairtail,captured,2018,1151212.12
Marine molluscs nei,cultured,2001,1149845.0
Japanese carpet shell,cultured,1995,1149278.0
Pacific chub mackerel,captured,2000,1148413.0
Scads nei,captured,2009,1148320.0
Atlantic salmon,cultured,2003,1147682.0
Largehead hairtail,captured,1997,1146606.0
Capelin,captured,1988,1145354.0
Capelin,captured,2003,1143971.0
Yellowfin tuna,captured,1994,1143475.0
Atlantic herring,captured,1983,1142151.0
Atlantic cod,captured,1993,1142076.0
Marine fishes nei,captured,1950,1141978.0
Atlantic mackerel,captured,2016,1140647.8599999999
Freshwater fishes nei,captured,1950,1140424.0
European pilchard(=Sardine),captured,2001,1138667.0
Scads nei,captured,2006,1138002.0
Sardinellas nei,captured,2017,1137797.2
Scallops nei,cultured,2008,1137327.7
Common carp,cultured,1992,1136792.0
Sandeels(=Sandlances) nei,captured,1989,1134525.0
Common carp,cultured,1990,1134344.0
European pilchard(=Sardine),captured,1994,1133637.0
Sandeels(=Sandlances) nei,captured,1995,1133234.0
Roho labeo,cultured,2010,1133233.0
Scads nei,captured,1996,1132972.0
Marine crustaceans nei,captured,1999,1132767.0
Scads nei,captured,2005,1132116.0
Yellowfin tuna,captured,2009,1131946.0
Sardinellas nei,captured,1998,1128934.0
Japanese anchovy,captured,2016,1128357.0
Cape hakes,captured,1972,1122000.0
Yellowfin tuna,captured,1996,1118523.0
Marine molluscs nei,cultured,2016,1118069.19
Scads nei,captured,2002,1115466.0
Milkfish,cultured,2015,1115094.74
Atlantic cod,captured,2012,1114351.0
European pilchard(=Sardine),captured,1977,1113414.0
Blue whiting(=Poutassou),captured,1980,1108535.0
Capelin,captured,1987,1107606.0
Sardinellas nei,captured,2016,1106010.98
Blue whiting(=Poutassou),captured,1979,1101612.0
European pilchard(=Sardine),captured,2002,1100990.0
Yellowfin tuna,captured,2007,1098401.0
Yellowfin tuna,captured,1995,1097210.0
Atlantic mackerel,captured,1975,1094203.0
Atlantic cod,captured,1999,1094074.0
Yellowfin tuna,captured,1992,1093796.0
Pacific chub mackerel,captured,1990,1093313.0
Common carp,cultured,1988,1087750.0
Carassius spp,cultured,1999,1087399.0
Silver carp,cultured,1985,1087072.0
European pilchard(=Sardine),captured,2005,1086402.0
Atlantic salmon,cultured,2002,1086134.0
Largehead hairtail,captured,1994,1085480.0
Sea mussels nei,cultured,2016,1085410.45
Skipjack tuna,captured,1986,1084794.0
Marine molluscs nei,captured,1993,1080003.0
Japanese pilchard,captured,1976,1076846.0
European pilchard(=Sardine),captured,1993,1076230.0
Bighead carp,cultured,1994,1076007.0
Marine crustaceans nei,captured,1996,1074423.0
Grass carp(=White amur),cultured,1991,1074131.0
Atlantic mackerel,captured,1976,1073800.0
Marine molluscs nei,cultured,1995,1071705.0
Sardinellas nei,captured,2010,1071206.0
European pilchard(=Sardine),captured,1975,1070685.0
Nile tilapia,cultured,2001,1069469.0
Sardinellas nei,captured,1999,1069013.0
Japanese anchovy,captured,2009,1068334.0
