Year,Measurement type,Value (Spline fit)
776,CH4 concentration (ppb),641.4
777,CH4 concentration (ppb),641.3
778,CH4 concentration (ppb),641.1
779,CH4 concentration (ppb),641.0
780,CH4 concentration (ppb),640.9
781,CH4 concentration (ppb),640.8
782,CH4 concentration (ppb),640.7
783,CH4 concentration (ppb),640.7
784,CH4 concentration (ppb),640.6
785,CH4 concentration (ppb),640.6
786,CH4 concentration (ppb),640.5
787,CH4 concentration (ppb),640.5
788,CH4 concentration (ppb),640.6
789,CH4 concentration (ppb),640.6
790,CH4 concentration (ppb),640.7
791,CH4 concentration (ppb),640.7
792,CH4 concentration (ppb),640.8
793,CH4 concentration (ppb),641.0
794,CH4 concentration (ppb),641.1
795,CH4 concentration (ppb),641.3
796,CH4 concentration (ppb),641.5
797,CH4 concentration (ppb),641.7
798,CH4 concentration (ppb),642.0
799,CH4 concentration (ppb),642.3
800,CH4 concentration (ppb),642.6
801,CH4 concentration (ppb),642.9
802,CH4 concentration (ppb),643.3
803,CH4 concentration (ppb),643.7
804,CH4 concentration (ppb),644.1
805,CH4 concentration (ppb),644.6
806,CH4 concentration (ppb),645.0
807,CH4 concentration (ppb),645.5
808,CH4 concentration (ppb),646.0
809,CH4 concentration (ppb),646.5
810,CH4 concentration (ppb),647.1
811,CH4 concentration (ppb),647.6
812,CH4 concentration (ppb),648.2
813,CH4 concentration (ppb),648.7
814,CH4 concentration (ppb),649.3
815,CH4 concentration (ppb),649.8
816,CH4 concentration (ppb),650.4
817,CH4 concentration (ppb),651.0
818,CH4 concentration (ppb),651.5
819,CH4 concentration (ppb),652.1
820,CH4 concentration (ppb),652.6
821,CH4 concentration (ppb),653.1
822,CH4 concentration (ppb),653.7
823,CH4 concentration (ppb),654.2
824,CH4 concentration (ppb),654.7
825,CH4 concentration (ppb),655.1
826,CH4 concentration (ppb),655.6
827,CH4 concentration (ppb),656.0
828,CH4 concentration (ppb),656.4
829,CH4 concentration (ppb),656.8
830,CH4 concentration (ppb),657.2
831,CH4 concentration (ppb),657.5
832,CH4 concentration (ppb),657.8
833,CH4 concentration (ppb),658.0
834,CH4 concentration (ppb),658.3
835,CH4 concentration (ppb),658.5
836,CH4 concentration (ppb),658.6
837,CH4 concentration (ppb),658.8
838,CH4 concentration (ppb),658.9
839,CH4 concentration (ppb),659.0
840,CH4 concentration (ppb),659.1
841,CH4 concentration (ppb),659.2
842,CH4 concentration (ppb),659.2
843,CH4 concentration (ppb),659.2
844,CH4 concentration (ppb),659.2
845,CH4 concentration (ppb),659.2
846,CH4 concentration (ppb),659.1
847,CH4 concentration (ppb),659.0
848,CH4 concentration (ppb),659.0
849,CH4 concentration (ppb),658.9
850,CH4 concentration (ppb),658.7
851,CH4 concentration (ppb),658.6
852,CH4 concentration (ppb),658.5
853,CH4 concentration (ppb),658.3
854,CH4 concentration (ppb),658.1
855,CH4 concentration (ppb),658.0
856,CH4 concentration (ppb),657.8
857,CH4 concentration (ppb),657.6
858,CH4 concentration (ppb),657.4
859,CH4 concentration (ppb),657.2
860,CH4 concentration (ppb),656.9
861,CH4 concentration (ppb),656.7
862,CH4 concentration (ppb),656.5
863,CH4 concentration (ppb),656.2
864,CH4 concentration (ppb),656.0
865,CH4 concentration (ppb),655.7
866,CH4 concentration (ppb),655.5
867,CH4 concentration (ppb),655.2
868,CH4 concentration (ppb),655.0
869,CH4 concentration (ppb),654.7
870,CH4 concentration (ppb),654.4
871,CH4 concentration (ppb),654.2
872,CH4 concentration (ppb),653.9
873,CH4 concentration (ppb),653.6
874,CH4 concentration (ppb),653.3
875,CH4 concentration (ppb),653.1
876,CH4 concentration (ppb),652.8
877,CH4 concentration (ppb),652.5
878,CH4 concentration (ppb),652.2
879,CH4 concentration (ppb),652.0
880,CH4 concentration (ppb),651.7
881,CH4 concentration (ppb),651.4
882,CH4 concentration (ppb),651.1
883,CH4 concentration (ppb),650.8
884,CH4 concentration (ppb),650.6
885,CH4 concentration (ppb),650.3
886,CH4 concentration (ppb),650.0
887,CH4 concentration (ppb),649.8
888,CH4 concentration (ppb),649.5
889,CH4 concentration (ppb),649.3
890,CH4 concentration (ppb),649.0
891,CH4 concentration (ppb),648.8
892,CH4 concentration (ppb),648.5
893,CH4 concentration (ppb),648.3
894,CH4 concentration (ppb),648.0
895,CH4 concentration (ppb),647.8
896,CH4 concentration (ppb),647.6
897,CH4 concentration (ppb),647.4
898,CH4 concentration (ppb),647.2
899,CH4 concentration (ppb),647.0
900,CH4 concentration (ppb),646.8
901,CH4 concentration (ppb),646.6
902,CH4 concentration (ppb),646.4
903,CH4 concentration (ppb),646.3
904,CH4 concentration (ppb),646.1
905,CH4 concentration (ppb),646.0
906,CH4 concentration (ppb),645.8
907,CH4 concentration (ppb),645.7
908,CH4 concentration (ppb),645.6
909,CH4 concentration (ppb),645.5
910,CH4 concentration (ppb),645.4
911,CH4 concentration (ppb),645.3
912,CH4 concentration (ppb),645.2
913,CH4 concentration (ppb),645.1
914,CH4 concentration (ppb),645.0
915,CH4 concentration (ppb),645.0
916,CH4 concentration (ppb),644.9
917,CH4 concentration (ppb),644.9
918,CH4 concentration (ppb),644.8
919,CH4 concentration (ppb),644.8
920,CH4 concentration (ppb),644.8
921,CH4 concentration (ppb),644.8
922,CH4 concentration (ppb),644.8
923,CH4 concentration (ppb),644.8
924,CH4 concentration (ppb),644.8
925,CH4 concentration (ppb),644.8
926,CH4 concentration (ppb),644.8
927,CH4 concentration (ppb),644.9
928,CH4 concentration (ppb),644.9
929,CH4 concentration (ppb),645.0
930,CH4 concentration (ppb),645.1
931,CH4 concentration (ppb),645.2
932,CH4 concentration (ppb),645.3
933,CH4 concentration (ppb),645.4
934,CH4 concentration (ppb),645.5
935,CH4 concentration (ppb),645.6
936,CH4 concentration (ppb),645.7
937,CH4 concentration (ppb),645.9
938,CH4 concentration (ppb),646.0
939,CH4 concentration (ppb),646.2
940,CH4 concentration (ppb),646.4
941,CH4 concentration (ppb),646.5
942,CH4 concentration (ppb),646.7
943,CH4 concentration (ppb),646.9
944,CH4 concentration (ppb),647.1
945,CH4 concentration (ppb),647.4
946,CH4 concentration (ppb),647.6
947,CH4 concentration (ppb),647.8
948,CH4 concentration (ppb),648.1
949,CH4 concentration (ppb),648.4
950,CH4 concentration (ppb),648.6
951,CH4 concentration (ppb),648.9
952,CH4 concentration (ppb),649.2
953,CH4 concentration (ppb),649.5
954,CH4 concentration (ppb),649.8
955,CH4 concentration (ppb),650.0
956,CH4 concentration (ppb),650.3
957,CH4 concentration (ppb),650.6
958,CH4 concentration (ppb),650.9
959,CH4 concentration (ppb),651.2
960,CH4 concentration (ppb),651.5
961,CH4 concentration (ppb),651.8
962,CH4 concentration (ppb),652.1
963,CH4 concentration (ppb),652.4
964,CH4 concentration (ppb),652.6
965,CH4 concentration (ppb),652.9
966,CH4 concentration (ppb),653.2
967,CH4 concentration (ppb),653.4
968,CH4 concentration (ppb),653.7
969,CH4 concentration (ppb),653.9
970,CH4 concentration (ppb),654.1
971,CH4 concentration (ppb),654.4
972,CH4 concentration (ppb),654.6
973,CH4 concentration (ppb),654.8
974,CH4 concentration (ppb),655.0
975,CH4 concentration (ppb),655.2
976,CH4 concentration (ppb),655.4
977,CH4 concentration (ppb),655.6
978,CH4 concentration (ppb),655.7
979,CH4 concentration (ppb),655.9
980,CH4 concentration (ppb),656.1
981,CH4 concentration (ppb),656.3
982,CH4 concentration (ppb),656.5
983,CH4 concentration (ppb),656.7
984,CH4 concentration (ppb),656.9
985,CH4 concentration (ppb),657.2
986,CH4 concentration (ppb),657.4
987,CH4 concentration (ppb),657.6
988,CH4 concentration (ppb),657.9
989,CH4 concentration (ppb),658.2
990,CH4 concentration (ppb),658.5
991,CH4 concentration (ppb),658.8
992,CH4 concentration (ppb),659.1
993,CH4 concentration (ppb),659.4
994,CH4 concentration (ppb),659.8
995,CH4 concentration (ppb),660.2
996,CH4 concentration (ppb),660.6
997,CH4 concentration (ppb),661.0
998,CH4 concentration (ppb),661.4
999,CH4 concentration (ppb),661.9
1000,CH4 concentration (ppb),662.4
1001,CH4 concentration (ppb),663.0
1002,CH4 concentration (ppb),663.5
1003,CH4 concentration (ppb),664.1
1004,CH4 concentration (ppb),664.8
1005,CH4 concentration (ppb),665.4
1006,CH4 concentration (ppb),666.1
1007,CH4 concentration (ppb),666.9
1008,CH4 concentration (ppb),667.6
1009,CH4 concentration (ppb),668.4
1010,CH4 concentration (ppb),669.2
1011,CH4 concentration (ppb),670.1
1012,CH4 concentration (ppb),670.9
1013,CH4 concentration (ppb),671.7
1014,CH4 concentration (ppb),672.5
1015,CH4 concentration (ppb),673.3
1016,CH4 concentration (ppb),674.1
1017,CH4 concentration (ppb),674.9
1018,CH4 concentration (ppb),675.6
1019,CH4 concentration (ppb),676.3
1020,CH4 concentration (ppb),677.0
1021,CH4 concentration (ppb),677.6
1022,CH4 concentration (ppb),678.1
1023,CH4 concentration (ppb),678.6
1024,CH4 concentration (ppb),679.0
1025,CH4 concentration (ppb),679.4
1026,CH4 concentration (ppb),679.6
1027,CH4 concentration (ppb),679.8
1028,CH4 concentration (ppb),679.9
1029,CH4 concentration (ppb),679.9
1030,CH4 concentration (ppb),679.9
1031,CH4 concentration (ppb),679.8
1032,CH4 concentration (ppb),679.6
1033,CH4 concentration (ppb),679.4
1034,CH4 concentration (ppb),679.1
1035,CH4 concentration (ppb),678.8
1036,CH4 concentration (ppb),678.5
1037,CH4 concentration (ppb),678.2
1038,CH4 concentration (ppb),677.8
1039,CH4 concentration (ppb),677.4
1040,CH4 concentration (ppb),677.1
1041,CH4 concentration (ppb),676.7
1042,CH4 concentration (ppb),676.3
1043,CH4 concentration (ppb),675.9
1044,CH4 concentration (ppb),675.6
1045,CH4 concentration (ppb),675.2
1046,CH4 concentration (ppb),674.8
1047,CH4 concentration (ppb),674.5
1048,CH4 concentration (ppb),674.1
1049,CH4 concentration (ppb),673.8
1050,CH4 concentration (ppb),673.5
1051,CH4 concentration (ppb),673.2
1052,CH4 concentration (ppb),672.9
1053,CH4 concentration (ppb),672.6
1054,CH4 concentration (ppb),672.4
1055,CH4 concentration (ppb),672.2
1056,CH4 concentration (ppb),672.0
1057,CH4 concentration (ppb),671.9
1058,CH4 concentration (ppb),671.8
1059,CH4 concentration (ppb),671.7
1060,CH4 concentration (ppb),671.6
1061,CH4 concentration (ppb),671.6
1062,CH4 concentration (ppb),671.6
1063,CH4 concentration (ppb),671.7
1064,CH4 concentration (ppb),671.8
1065,CH4 concentration (ppb),671.9
1066,CH4 concentration (ppb),672.0
1067,CH4 concentration (ppb),672.1
1068,CH4 concentration (ppb),672.3
1069,CH4 concentration (ppb),672.5
1070,CH4 concentration (ppb),672.7
1071,CH4 concentration (ppb),672.9
1072,CH4 concentration (ppb),673.1
1073,CH4 concentration (ppb),673.4
1074,CH4 concentration (ppb),673.6
1075,CH4 concentration (ppb),673.8
1076,CH4 concentration (ppb),674.1
1077,CH4 concentration (ppb),674.3
1078,CH4 concentration (ppb),674.6
1079,CH4 concentration (ppb),674.8
1080,CH4 concentration (ppb),675.0
1081,CH4 concentration (ppb),675.2
1082,CH4 concentration (ppb),675.4
1083,CH4 concentration (ppb),675.6
1084,CH4 concentration (ppb),675.8
1085,CH4 concentration (ppb),675.9
1086,CH4 concentration (ppb),676.1
1087,CH4 concentration (ppb),676.2
1088,CH4 concentration (ppb),676.3
1089,CH4 concentration (ppb),676.3
1090,CH4 concentration (ppb),676.4
1091,CH4 concentration (ppb),676.4
1092,CH4 concentration (ppb),676.4
1093,CH4 concentration (ppb),676.3
1094,CH4 concentration (ppb),676.3
1095,CH4 concentration (ppb),676.2
1096,CH4 concentration (ppb),676.2
1097,CH4 concentration (ppb),676.1
1098,CH4 concentration (ppb),676.1
1099,CH4 concentration (ppb),676.0
1100,CH4 concentration (ppb),675.9
1101,CH4 concentration (ppb),675.9
1102,CH4 concentration (ppb),675.9
1103,CH4 concentration (ppb),675.9
1104,CH4 concentration (ppb),675.9
1105,CH4 concentration (ppb),675.9
1106,CH4 concentration (ppb),675.9
1107,CH4 concentration (ppb),676.0
1108,CH4 concentration (ppb),676.2
1109,CH4 concentration (ppb),676.3
1110,CH4 concentration (ppb),676.5
1111,CH4 concentration (ppb),676.7
1112,CH4 concentration (ppb),676.9
1113,CH4 concentration (ppb),677.1
1114,CH4 concentration (ppb),677.4
1115,CH4 concentration (ppb),677.7
1116,CH4 concentration (ppb),678.0
1117,CH4 concentration (ppb),678.3
1118,CH4 concentration (ppb),678.6
1119,CH4 concentration (ppb),679.0
1120,CH4 concentration (ppb),679.3
1121,CH4 concentration (ppb),679.7
1122,CH4 concentration (ppb),680.1
1123,CH4 concentration (ppb),680.5
1124,CH4 concentration (ppb),680.8
1125,CH4 concentration (ppb),681.2
1126,CH4 concentration (ppb),681.6
1127,CH4 concentration (ppb),682.0
1128,CH4 concentration (ppb),682.4
1129,CH4 concentration (ppb),682.8
1130,CH4 concentration (ppb),683.2
1131,CH4 concentration (ppb),683.6
1132,CH4 concentration (ppb),683.9
1133,CH4 concentration (ppb),684.3
1134,CH4 concentration (ppb),684.7
1135,CH4 concentration (ppb),685.0
1136,CH4 concentration (ppb),685.3
1137,CH4 concentration (ppb),685.6
1138,CH4 concentration (ppb),685.9
1139,CH4 concentration (ppb),686.2
1140,CH4 concentration (ppb),686.5
1141,CH4 concentration (ppb),686.7
1142,CH4 concentration (ppb),686.9
1143,CH4 concentration (ppb),687.1
1144,CH4 concentration (ppb),687.3
1145,CH4 concentration (ppb),687.5
1146,CH4 concentration (ppb),687.7
1147,CH4 concentration (ppb),687.8
1148,CH4 concentration (ppb),688.0
1149,CH4 concentration (ppb),688.1
1150,CH4 concentration (ppb),688.2
1151,CH4 concentration (ppb),688.3
1152,CH4 concentration (ppb),688.4
1153,CH4 concentration (ppb),688.4
1154,CH4 concentration (ppb),688.5
1155,CH4 concentration (ppb),688.5
1156,CH4 concentration (ppb),688.6
1157,CH4 concentration (ppb),688.6
1158,CH4 concentration (ppb),688.6
1159,CH4 concentration (ppb),688.6
1160,CH4 concentration (ppb),688.6
1161,CH4 concentration (ppb),688.6
1162,CH4 concentration (ppb),688.6
1163,CH4 concentration (ppb),688.6
1164,CH4 concentration (ppb),688.5
1165,CH4 concentration (ppb),688.5
1166,CH4 concentration (ppb),688.4
1167,CH4 concentration (ppb),688.4
1168,CH4 concentration (ppb),688.3
1169,CH4 concentration (ppb),688.2
1170,CH4 concentration (ppb),688.1
1171,CH4 concentration (ppb),688.0
1172,CH4 concentration (ppb),687.9
1173,CH4 concentration (ppb),687.8
1174,CH4 concentration (ppb),687.7
1175,CH4 concentration (ppb),687.6
1176,CH4 concentration (ppb),687.5
1177,CH4 concentration (ppb),687.3
1178,CH4 concentration (ppb),687.2
1179,CH4 concentration (ppb),687.0
1180,CH4 concentration (ppb),686.8
1181,CH4 concentration (ppb),686.7
1182,CH4 concentration (ppb),686.5
1183,CH4 concentration (ppb),686.3
1184,CH4 concentration (ppb),686.1
1185,CH4 concentration (ppb),685.9
1186,CH4 concentration (ppb),685.6
1187,CH4 concentration (ppb),685.4
1188,CH4 concentration (ppb),685.2
1189,CH4 concentration (ppb),684.9
1190,CH4 concentration (ppb),684.7
1191,CH4 concentration (ppb),684.4
1192,CH4 concentration (ppb),684.2
1193,CH4 concentration (ppb),683.9
1194,CH4 concentration (ppb),683.6
1195,CH4 concentration (ppb),683.3
1196,CH4 concentration (ppb),683.0
1197,CH4 concentration (ppb),682.7
1198,CH4 concentration (ppb),682.4
1199,CH4 concentration (ppb),682.0
1200,CH4 concentration (ppb),681.7
1201,CH4 concentration (ppb),681.3
1202,CH4 concentration (ppb),680.9
1203,CH4 concentration (ppb),680.5
1204,CH4 concentration (ppb),680.0
1205,CH4 concentration (ppb),679.6
1206,CH4 concentration (ppb),679.1
1207,CH4 concentration (ppb),678.6
1208,CH4 concentration (ppb),678.1
1209,CH4 concentration (ppb),677.5
1210,CH4 concentration (ppb),676.9
1211,CH4 concentration (ppb),676.3
1212,CH4 concentration (ppb),675.6
1213,CH4 concentration (ppb),675.0
1214,CH4 concentration (ppb),674.3
1215,CH4 concentration (ppb),673.6
1216,CH4 concentration (ppb),672.9
1217,CH4 concentration (ppb),672.2
1218,CH4 concentration (ppb),671.5
1219,CH4 concentration (ppb),670.8
1220,CH4 concentration (ppb),670.1
1221,CH4 concentration (ppb),669.3
1222,CH4 concentration (ppb),668.6
1223,CH4 concentration (ppb),667.9
1224,CH4 concentration (ppb),667.3
1225,CH4 concentration (ppb),666.6
1226,CH4 concentration (ppb),665.9
1227,CH4 concentration (ppb),665.3
1228,CH4 concentration (ppb),664.7
1229,CH4 concentration (ppb),664.1
1230,CH4 concentration (ppb),663.5
1231,CH4 concentration (ppb),663.0
1232,CH4 concentration (ppb),662.5
1233,CH4 concentration (ppb),662.0
1234,CH4 concentration (ppb),661.6
1235,CH4 concentration (ppb),661.2
1236,CH4 concentration (ppb),660.9
1237,CH4 concentration (ppb),660.6
1238,CH4 concentration (ppb),660.4
1239,CH4 concentration (ppb),660.2
1240,CH4 concentration (ppb),660.0
1241,CH4 concentration (ppb),660.0
1242,CH4 concentration (ppb),660.0
1243,CH4 concentration (ppb),660.0
1244,CH4 concentration (ppb),660.1
1245,CH4 concentration (ppb),660.3
1246,CH4 concentration (ppb),660.6
1247,CH4 concentration (ppb),660.9
1248,CH4 concentration (ppb),661.3
1249,CH4 concentration (ppb),661.8
1250,CH4 concentration (ppb),662.4
1251,CH4 concentration (ppb),663.0
1252,CH4 concentration (ppb),663.7
1253,CH4 concentration (ppb),664.4
1254,CH4 concentration (ppb),665.2
1255,CH4 concentration (ppb),666.0
1256,CH4 concentration (ppb),666.9
1257,CH4 concentration (ppb),667.8
1258,CH4 concentration (ppb),668.7
1259,CH4 concentration (ppb),669.6
1260,CH4 concentration (ppb),670.6
1261,CH4 concentration (ppb),671.6
1262,CH4 concentration (ppb),672.6
1263,CH4 concentration (ppb),673.6
1264,CH4 concentration (ppb),674.6
1265,CH4 concentration (ppb),675.6
1266,CH4 concentration (ppb),676.5
1267,CH4 concentration (ppb),677.5
1268,CH4 concentration (ppb),678.5
1269,CH4 concentration (ppb),679.5
1270,CH4 concentration (ppb),680.4
1271,CH4 concentration (ppb),681.3
1272,CH4 concentration (ppb),682.2
1273,CH4 concentration (ppb),683.1
1274,CH4 concentration (ppb),684.0
1275,CH4 concentration (ppb),684.8
1276,CH4 concentration (ppb),685.6
1277,CH4 concentration (ppb),686.3
1278,CH4 concentration (ppb),687.0
1279,CH4 concentration (ppb),687.6
1280,CH4 concentration (ppb),688.2
1281,CH4 concentration (ppb),688.8
1282,CH4 concentration (ppb),689.3
1283,CH4 concentration (ppb),689.8
1284,CH4 concentration (ppb),690.2
1285,CH4 concentration (ppb),690.6
1286,CH4 concentration (ppb),691.0
1287,CH4 concentration (ppb),691.3
1288,CH4 concentration (ppb),691.6
1289,CH4 concentration (ppb),691.8
1290,CH4 concentration (ppb),692.0
1291,CH4 concentration (ppb),692.1
1292,CH4 concentration (ppb),692.2
1293,CH4 concentration (ppb),692.3
1294,CH4 concentration (ppb),692.3
1295,CH4 concentration (ppb),692.3
1296,CH4 concentration (ppb),692.3
1297,CH4 concentration (ppb),692.2
1298,CH4 concentration (ppb),692.0
1299,CH4 concentration (ppb),691.8
1300,CH4 concentration (ppb),691.6
1301,CH4 concentration (ppb),691.4
1302,CH4 concentration (ppb),691.1
1303,CH4 concentration (ppb),690.7
1304,CH4 concentration (ppb),690.4
1305,CH4 concentration (ppb),690.0
1306,CH4 concentration (ppb),689.5
1307,CH4 concentration (ppb),689.0
1308,CH4 concentration (ppb),688.5
1309,CH4 concentration (ppb),687.9
1310,CH4 concentration (ppb),687.3
1311,CH4 concentration (ppb),686.7
1312,CH4 concentration (ppb),686.0
1313,CH4 concentration (ppb),685.3
1314,CH4 concentration (ppb),684.6
1315,CH4 concentration (ppb),683.9
1316,CH4 concentration (ppb),683.2
1317,CH4 concentration (ppb),682.5
