Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2001","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2002","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2003","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2004","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2005","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2006","kcal/capita/day","12"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2007","kcal/capita/day","13"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2008","kcal/capita/day","15"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2009","kcal/capita/day","14"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2010","kcal/capita/day","15"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2011","kcal/capita/day","16"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2012","kcal/capita/day","16"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Treenuts","2013","kcal/capita/day","16"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1961","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1962","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1963","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1964","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1965","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1966","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1967","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1968","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1969","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1970","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1971","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1972","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1973","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1974","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1975","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1976","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1977","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1978","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1979","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1980","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1981","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1982","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1983","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1984","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1985","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1986","kcal/capita/day","50"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1987","kcal/capita/day","51"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1988","kcal/capita/day","51"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1989","kcal/capita/day","51"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1990","kcal/capita/day","52"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1991","kcal/capita/day","52"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1992","kcal/capita/day","53"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1993","kcal/capita/day","55"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1994","kcal/capita/day","57"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1995","kcal/capita/day","60"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1996","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1997","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1998","kcal/capita/day","65"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","1999","kcal/capita/day","70"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2000","kcal/capita/day","75"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2001","kcal/capita/day","76"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2002","kcal/capita/day","77"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2003","kcal/capita/day","79"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2004","kcal/capita/day","80"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2005","kcal/capita/day","81"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2006","kcal/capita/day","83"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2007","kcal/capita/day","87"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2008","kcal/capita/day","89"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2009","kcal/capita/day","90"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2010","kcal/capita/day","91"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2011","kcal/capita/day","93"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2012","kcal/capita/day","94"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Vegetables","2013","kcal/capita/day","95"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1961","kcal/capita/day","51"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1962","kcal/capita/day","52"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1963","kcal/capita/day","53"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1964","kcal/capita/day","54"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1965","kcal/capita/day","55"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1966","kcal/capita/day","56"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1967","kcal/capita/day","57"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1968","kcal/capita/day","57"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1969","kcal/capita/day","58"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1970","kcal/capita/day","58"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1971","kcal/capita/day","58"
